timestamp,heart rate zone type
2025-10-23T18:20:00Z,LIGHT
2025-10-23T18:21:00Z,LIGHT
2025-10-23T18:22:00Z,LIGHT
2025-10-23T18:23:00Z,LIGHT
2025-10-23T18:24:00Z,LIGHT
2025-10-23T18:25:00Z,LIGHT
2025-10-23T18:26:00Z,LIGHT
2025-10-23T18:27:00Z,LIGHT
2025-10-23T18:28:00Z,LIGHT
2025-10-23T18:29:00Z,LIGHT
2025-10-23T18:30:00Z,LIGHT
2025-10-23T18:31:00Z,LIGHT
2025-10-23T18:32:00Z,LIGHT
2025-10-23T18:33:00Z,LIGHT
2025-10-23T18:34:00Z,LIGHT
2025-10-23T18:35:00Z,LIGHT
2025-10-23T18:36:00Z,LIGHT
2025-10-23T18:37:00Z,LIGHT
2025-10-23T18:38:00Z,LIGHT
2025-10-23T18:39:00Z,LIGHT
2025-10-23T18:40:00Z,LIGHT
2025-10-23T18:41:00Z,LIGHT
2025-10-23T18:42:00Z,MODERATE
2025-10-23T18:43:00Z,MODERATE
2025-10-23T18:44:00Z,LIGHT
2025-10-23T18:45:00Z,LIGHT
2025-10-23T18:46:00Z,LIGHT
2025-10-23T18:47:00Z,LIGHT
2025-10-23T18:48:00Z,LIGHT
2025-10-23T18:49:00Z,MODERATE
2025-10-23T18:50:00Z,LIGHT
2025-10-23T18:51:00Z,LIGHT
2025-10-23T18:52:00Z,LIGHT
2025-10-23T18:53:00Z,LIGHT
2025-10-23T18:54:00Z,LIGHT
2025-10-23T18:55:00Z,LIGHT
2025-10-23T18:56:00Z,LIGHT
2025-10-23T18:57:00Z,LIGHT
2025-10-23T18:58:00Z,LIGHT
2025-10-23T18:59:00Z,LIGHT
2025-10-23T19:00:00Z,LIGHT
2025-10-23T19:01:00Z,LIGHT
2025-10-23T19:02:00Z,LIGHT
