clip_id,true_v,true_a,Llama-3.3-70B_pred_v,Llama-3.3-70B_pred_a,Mixtral-8x7B_pred_v,Mixtral-8x7B_pred_a,Llama-4_pred_v,Llama-4_pred_a
TheTheoryOfEverything_005,3.3333333333333335,2.5,3.6666666666666665,3.1666666666666665,2.6666666666666665,3.0,3.8333333333333335,3.0
TheTheoryOfEverything_009,3.8333333333333335,3.1666666666666665,3.6666666666666665,3.6666666666666665,3.0,3.1666666666666665,3.6666666666666665,3.3333333333333335
TheTheoryOfEverything_012,4.4,4.0,3.6,3.2,2.6,2.4,3.0,2.0
TheTheoryOfEverything_016,4.6,4.2,3.6,3.2,2.6,2.4,2.8,2.2
TheTheoryOfEverything_018,2.0,1.8,3.8,3.2,2.8,3.0,3.6,2.8
TheTheoryOfEverything_021,2.6,3.2,3.6,4.0,3.0,3.2,3.8,3.2
TheTheoryOfEverything_022,4.4,3.8,3.4,3.8,2.8,2.8,3.2,3.0
TheTheoryOfEverything_026,3.4,3.4,3.6,3.4,3.0,2.6,3.6,3.0
TheTheoryOfEverything_030,4.0,2.4,3.25,3.75,3.0,2.8,3.6,3.2
TheTheoryOfEverything_031,2.4,1.8,3.2,3.6,2.8,3.0,3.6,3.2
TheTheoryOfEverything_034,3.1666666666666665,3.1666666666666665,3.3333333333333335,3.5,2.8333333333333335,2.3333333333333335,3.1666666666666665,2.8333333333333335
TheTheoryOfEverything_037,3.4,3.2,3.4,3.4,3.0,2.6,3.4,2.6
TheTheoryOfEverything_038,3.0,2.6666666666666665,3.5,3.3333333333333335,3.0,2.6666666666666665,3.1666666666666665,2.6666666666666665
TheTheoryOfEverything_039,1.8333333333333333,2.1666666666666665,3.1666666666666665,3.3333333333333335,2.8333333333333335,2.3333333333333335,3.1666666666666665,2.3333333333333335
TheTheoryOfEverything_040,4.0,3.1666666666666665,3.3333333333333335,3.6666666666666665,2.6666666666666665,2.6666666666666665,3.5,2.6666666666666665
TheTheoryOfEverything_041,2.5,2.5,3.3333333333333335,3.3333333333333335,2.8333333333333335,3.0,3.1666666666666665,3.1666666666666665
TheTheoryOfEverything_042,1.8,1.6,3.0,3.8,3.0,2.8,3.8,3.6
TheTheoryOfEverything_043,2.0,2.5,3.5,3.3333333333333335,3.0,2.6666666666666665,3.5,3.0
TheTheoryOfEverything_048,3.8,2.6,3.4,3.2,2.8,3.0,3.6,3.0
TheTheoryOfEverything_051,2.5,2.75,3.0,3.25,3.0,2.25,3.0,2.5
TheTheoryOfEverything_054,3.8333333333333335,3.0,3.3333333333333335,3.5,3.0,2.8333333333333335,3.3333333333333335,3.1666666666666665
TheTheoryOfEverything_057,3.5,2.75,3.5,3.5,3.0,2.75,3.75,3.25
Wonder_120,4.4,3.2,3.0,3.4,3.2,2.6,3.6,2.8
