participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal
pranjal123,LadyBird_068.mp4,2025-10-29 11:24:29.718,72.78,2,77,"[71, 72, 70, 69, 73, 76, 77, 76, 74, 73, 74, 74, 73, 72, 71, 71, 71, 73]",2,3
aritra,LadyBird_068.mp4,2025-11-06 08:34:33.532,82.73,3,86,"[81, 82, 81, 80, 81, 82, 85, 86, 82, 81, 82, 83, 85, 86, 84]",1,1
sayantankuila,LadyBird_068.mp4,2025-11-21 13:00:12.664,84.57,12,94,"[82, 82, 84, 83, 81, 81, 82, 82, 82, 82, 86, 91, 92, 94]",2,1
ajaycc17,LadyBird_068.mp4,2025-12-09 12:32:24.477,108.0,5,114,"[105, 107, 108, 107, 109, 114, 113, 107, 105, 106, 108, 109, 108, 107, 105, 107, 108, 109, 110]",1,2
debjit2001,LadyBird_069.mp4,2025-10-15 16:58:38.782,72.75,2,76,"[74, 75, 71, 70, 73, 75, 74, 72, 70, 73, 72, 70, 70, 73, 74, 73, 72, 73, 75, 76]",2,3
Nishant,LadyBird_069.mp4,2025-10-17 09:28:17.488,80.62,0,83,"[82, 81, 81, 82, 81, 80, 79, 80, 77, 77, 78, 82, 83, 82, 83, 82]",4,4
aritra,LadyBird_069.mp4,2025-11-06 09:01:15.835,75.32,-1,79,"[75, 75, 76, 79, 77, 74, 74, 71, 70, 72, 78, 77, 75, 74, 75, 79, 79, 79, 77, 73, 74, 74]",1,4
sayantankuila,LadyBird_069.mp4,2025-11-21 12:39:05.597,91.11,0,95,"[92, 92, 91, 89, 88, 90, 92, 91, 90, 89, 88, 90, 91, 92, 95, 95, 93, 92]",2,2
ajaycc17,LadyBird_069.mp4,2025-12-09 12:57:01.506,102.47,1,106,"[103, 104, 103, 102, 103, 104, 105, 106, 103, 101, 100, 99, 100, 101, 101, 103, 104]",2,5
debjit2001,LadyBird_077.mp4,2025-10-15 16:54:50.622,68.86,2,75,"[67, 67, 71, 68, 67, 67, 70, 68, 65, 69, 69, 70, 68, 69, 68, 69, 73, 75, 70, 67, 69]",4,3
Nishant,LadyBird_077.mp4,2025-10-17 10:06:09.092,80.0,5,84,"[77, 75, 76, 78, 79, 78, 80, 79, 78, 81, 82, 84, 84, 83, 82, 81, 82, 80, 79, 82]",3,4
sayantankuila,LadyBird_077.mp4,2025-11-21 12:33:00.418,94.62,-1,96,"[94, 93, 94, 94, 95, 95, 96, 95, 94, 95, 96, 96, 95, 95, 94, 93]",4,4
ajaycc17,LadyBird_077.mp4,2025-12-25 12:14:03.667,98.2,-10,104,"[104, 100, 103, 102, 101, 98, 98, 99, 100, 98, 96, 94, 93, 93, 94]",4,2
debjit2001,LadyBird_080.mp4,2025-10-23 14:34:10.123,61.94,3,66,"[58, 58, 59, 61, 61, 61, 61, 63, 64, 65, 66, 65, 64, 63, 62, 61, 61]",3,4
aritra,LadyBird_080.mp4,2025-10-28 15:38:11.873,79.62,3,83,"[78, 80, 79, 77, 78, 77, 77, 79, 82, 82, 81, 79, 80, 81, 83, 81]",1,4
sayantankuila,LadyBird_080.mp4,2025-11-21 12:43:15.185,89.8,-3,93,"[92, 93, 93, 92, 91, 88, 87, 89, 87, 87, 88, 90, 91, 90, 89]",3,3
ajaycc17,LadyBird_080.mp4,2025-12-25 12:38:55.196,97.5,-2,102,"[99, 98, 98, 97, 94, 93, 95, 95, 96, 97, 98, 99, 101, 102, 101, 99, 97, 98, 96, 97]",2,3
debjit2001,LadyBird_081.mp4,2025-10-23 15:00:30.970,69.78,-2,76,"[71, 72, 71, 70, 74, 76, 71, 68, 70, 72, 71, 69, 65, 68, 69, 64, 66, 69]",3,3
pranjal123,LadyBird_081.mp4,2025-10-29 11:33:58.897,75.33,-2,77,"[76, 75, 75, 75, 74, 75, 77, 77, 75, 75, 74, 75, 77, 76, 74]",3,1
aritra,LadyBird_081.mp4,2025-11-06 10:17:28.093,81.24,-4,87,"[85, 82, 83, 82, 84, 86, 87, 84, 80, 78, 78, 79, 79, 80, 79, 80, 79, 80, 81, 79, 81]",2,3
sayantankuila,LadyBird_081.mp4,2025-11-21 12:32:15.243,94.12,1,96,"[94, 95, 94, 93, 92, 93, 94, 93, 94, 94, 95, 95, 96, 95, 94, 95]",4,4
ajaycc17,LadyBird_081.mp4,2025-12-25 13:19:12.936,94.82,5,101,"[95, 99, 92, 86, 87, 89, 90, 91, 93, 92, 91, 93, 96, 98, 98, 99, 98, 99, 101, 100, 99, 100]",3,3
debjit2001,LadyBird_088.mp4,2025-10-15 16:26:53.555,71.94,-4,76,"[73, 72, 74, 73, 72, 73, 71, 76, 76, 76, 75, 74, 71, 69, 66, 67, 68, 69]",4,3
Nishant,LadyBird_088.mp4,2025-10-17 09:45:31.749,78.3,-5,83,"[80, 79, 78, 80, 81, 82, 83, 81, 80, 82, 78, 77, 76, 75, 75, 78, 77, 75, 74, 75]",4,5
pranjal123,LadyBird_088.mp4,2025-10-29 11:02:34.943,78.94,-4,82,"[80, 79, 79, 78, 77, 78, 79, 79, 80, 80, 81, 82, 80, 79, 78, 77, 76]",5,4
aritra,LadyBird_088.mp4,2025-11-06 08:39:49.975,78.74,0,84,"[82, 84, 82, 80, 77, 75, 77, 76, 75, 77, 79, 79, 77, 77, 77, 78, 80, 82, 82]",3,2
sayantankuila,LadyBird_088.mp4,2025-11-21 13:17:40.978,85.5,1,93,"[82, 83, 82, 84, 86, 87, 86, 84, 83, 84, 85, 86, 88, 92, 93, 89, 88, 83, 82, 83]",3,4
ajaycc17,LadyBird_088.mp4,2025-12-09 12:46:04.584,101.91,-5,107,"[104, 105, 107, 106, 106, 102, 103, 103, 103, 102, 103, 103, 101, 99, 100, 101, 100, 100, 98, 98, 99, 99]",1,2
Nishant,LadyBird_092.mp4,2025-10-17 09:59:07.012,81.5,-3,85,"[79, 79, 81, 83, 84, 83, 83, 84, 85, 84, 85, 81, 80, 79, 78, 76]",3,2
debjit2001,LadyBird_092.mp4,2025-10-22 07:29:30.334,65.47,-9,73,"[67, 71, 73, 71, 72, 73, 72, 70, 68, 66, 64, 60, 59, 60, 61, 62, 59, 58, 58]",4,3
pranjal123,LadyBird_092.mp4,2025-10-29 11:13:03.245,75.24,-1,79,"[75, 76, 79, 78, 77, 76, 75, 76, 75, 74, 73, 72, 74, 76, 75, 74, 74]",2,1
aritra,LadyBird_092.mp4,2025-11-06 10:28:58.915,75.18,9,81,"[72, 73, 74, 73, 76, 75, 74, 74, 72, 71, 73, 77, 78, 78, 78, 79, 81]",1,1
sayantankuila,LadyBird_092.mp4,2025-11-20 08:00:37.575,77.26,-7,90,"[77, 77, 77, 76, 77, 78, 77, 76, 76, 77, 79, 87, 90, 85, 81, 71, 69, 68, 70]",3,3
ajaycc17,LadyBird_092.mp4,2025-12-09 13:25:36.232,102.21,3,104,"[101, 102, 103, 102, 102, 101, 101, 102, 103, 104, 102, 101, 102, 103, 103, 102, 101, 103, 104]",2,2
debjit2001,LadyBird_093.mp4,2025-10-23 15:47:52.736,63.9,5,71,"[63, 61, 62, 61, 62, 61, 60, 61, 66, 64, 63, 62, 65, 64, 65, 66, 64, 69, 71, 68]",4,4
pranjal123,LadyBird_093.mp4,2025-10-29 11:52:30.322,79.74,3,84,"[80, 79, 78, 76, 77, 78, 80, 79, 78, 79, 80, 83, 84, 82, 78, 79, 80, 82, 83]",3,1
aritra,LadyBird_093.mp4,2025-11-06 09:07:20.361,75.05,0,86,"[75, 73, 72, 74, 75, 76, 76, 78, 81, 86, 79, 78, 73, 71, 70, 71, 72, 74, 74, 74, 74, 75]",3,2
sayantankuila,LadyBird_093.mp4,2025-11-21 12:28:01.303,93.12,-2,96,"[96, 95, 95, 95, 95, 94, 95, 93, 88, 86, 87, 90, 95, 95, 95, 95, 94]",5,5
ajaycc17,LadyBird_093.mp4,2025-12-25 12:54:08.580,95.82,2,99,"[93, 93, 95, 96, 97, 97, 93, 94, 96, 96, 97, 99, 98, 97, 96, 97, 95]",4,3
Nishant,LadyBird_099.mp4,2025-10-17 10:05:04.368,78.1,-4,83,"[82, 81, 83, 82, 79, 77, 76, 75, 76, 75, 76, 77, 75, 76, 78, 79, 78, 80, 79, 78]",3,2
debjit2001,LadyBird_099.mp4,2025-10-23 15:08:23.773,67.33,6,74,"[63, 66, 64, 63, 66, 68, 67, 66, 65, 65, 65, 67, 68, 69, 74, 73, 74, 69]",3,3
aritra,LadyBird_099.mp4,2025-11-06 10:15:55.021,84.14,3,87,"[83, 84, 84, 86, 85, 84, 84, 84, 85, 84, 83, 82, 83, 85, 86, 87, 85, 82, 83, 82, 84, 86]",1,1
sayantankuila,LadyBird_099.mp4,2025-11-21 13:38:18.803,94.3,-3,98,"[96, 98, 97, 92, 87, 89, 92, 94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94, 93, 93]",3,2
ajaycc17,LadyBird_099.mp4,2025-12-25 12:40:24.350,97.62,-5,105,"[101, 99, 97, 98, 96, 97, 97, 98, 97, 98, 99, 96, 93, 95, 98, 105, 101, 98, 96, 95, 96]",2,2
debjit2001,LadyBird_104.mp4,2025-10-15 17:43:40.711,64.67,4,72,"[60, 61, 62, 63, 64, 66, 72, 70, 67, 67, 67, 65, 64, 63, 62, 64, 63, 64]",2,2
aritra,LadyBird_104.mp4,2025-11-06 08:37:16.598,81.17,2,83,"[80, 82, 83, 81, 80, 80, 82, 83, 82, 79, 80, 81, 80, 80, 82, 82, 82, 82]",1,1
sayantankuila,LadyBird_104.mp4,2025-11-21 13:29:58.785,94.06,1,96,"[93, 94, 93, 91, 93, 95, 95, 95, 94, 94, 95, 94, 94, 95, 96, 94]",2,3
ajaycc17,LadyBird_104.mp4,2025-12-09 13:53:27.352,103.18,9,107,"[98, 100, 102, 105, 103, 103, 102, 101, 102, 103, 105, 102, 103, 106, 107, 105, 107]",2,2
Nishant,LadyBird_109.mp4,2025-10-17 08:35:51.818,82.44,-1,86,"[85, 83, 82, 82, 82, 79, 80, 81, 80, 82, 83, 82, 83, 85, 86, 84]",3,2
debjit2001,LadyBird_109.mp4,2025-10-23 14:56:47.155,76.17,-4,83,"[77, 76, 78, 75, 76, 72, 73, 72, 76, 77, 79, 78, 83, 80, 77, 75, 74, 73]",3,2
pranjal123,LadyBird_109.mp4,2025-10-29 11:44:21.407,75.33,-2,79,"[78, 79, 77, 76, 74, 75, 74, 74, 73, 73, 74, 74, 76, 76, 76, 76, 75, 76]",3,2
aritra,LadyBird_109.mp4,2025-11-06 10:14:06.670,86.29,-6,90,"[90, 90, 87, 86, 87, 86, 87, 88, 90, 89, 87, 84, 83, 83, 83, 83, 84]",1,1
sayantankuila,LadyBird_109.mp4,2025-11-21 12:51:54.170,92.65,2,97,"[90, 91, 89, 91, 92, 93, 94, 93, 95, 95, 94, 93, 92, 91, 92, 93, 92, 94, 97, 92]",3,3
ajaycc17,LadyBird_109.mp4,2025-12-09 14:10:33.579,101.84,10,108,"[97, 87, 90, 101, 106, 108, 107, 104, 102, 100, 100, 102, 104, 105, 103, 104, 104, 104, 107]",3,2
Nishant,LadyBird_110.mp4,2025-10-17 09:53:25.906,79.55,-3,84,"[82, 82, 79, 78, 79, 79, 78, 78, 78, 77, 77, 77, 78, 79, 81, 83, 84, 83, 80, 79]",4,3
debjit2001,LadyBird_110.mp4,2025-10-23 15:40:34.122,71.33,4,76,"[72, 74, 75, 73, 72, 70, 72, 71, 68, 72, 73, 70, 66, 68, 66, 75, 71, 76]",4,3
aritra,LadyBird_110.mp4,2025-10-28 15:54:28.448,76.0,2,77,"[75, 77]",1,1
pranjal123,LadyBird_110.mp4,2025-10-29 11:07:33.539,83.44,-10,89,"[87, 89, 88, 89, 86, 85, 85, 84, 84, 83, 82, 82, 80, 77, 77, 77]",3,3
sayantankuila,LadyBird_110.mp4,2025-11-21 13:29:44.455,94.18,-2,97,"[97, 95, 94, 93, 94, 93, 91, 93, 95, 95, 95, 94, 94, 95, 94, 94, 95]",4,2
ajaycc17,LadyBird_110.mp4,2025-12-25 12:18:02.472,99.33,2,108,"[96, 97, 99, 97, 96, 97, 101, 103, 100, 98, 96, 98, 100, 108, 107, 101, 101, 100, 96, 97, 98]",3,2
debjit2001,TheBlindSide_000.mp4,2025-10-23 15:51:01.613,65.33,-4,71,"[64, 69, 67, 70, 71, 68, 65, 63, 65, 66, 65, 63, 62, 62, 60]",4,5
aritra,TheBlindSide_000.mp4,2025-11-06 08:38:23.414,80.94,-5,84,"[80, 81, 80, 80, 82, 82, 82, 82, 82, 83, 82, 81, 82, 84, 82, 80, 77, 75]",2,4
sayantankuila,TheBlindSide_000.mp4,2025-11-21 13:00:26.505,85.81,5,94,"[82, 84, 83, 81, 81, 82, 82, 82, 82, 86, 91, 92, 94, 94, 90, 87]",3,5
ajaycc17,TheBlindSide_000.mp4,2025-12-09 14:00:31.786,104.23,-6,109,"[104, 105, 106, 105, 102, 104, 103, 101, 104, 103, 104, 104, 105, 106, 108, 109, 108, 102, 106, 104, 102, 98]",3,4
debjit2001,TheBlindSide_001.mp4,2025-10-15 17:42:43.269,64.58,-1,72,"[68, 66, 63, 65, 62, 63, 62, 59, 60, 61, 62, 63, 64, 66, 72, 70, 67, 67, 67]",3,3
Nishant,TheBlindSide_001.mp4,2025-10-17 10:02:24.533,79.0,-7,84,"[81, 80, 79, 80, 79, 78, 79, 79, 81, 76, 78, 78, 81, 83, 84, 83, 78, 75, 74, 74]",3,4
aritra,TheBlindSide_001.mp4,2025-10-28 15:27:16.812,74.81,-2,78,"[77, 75, 76, 75, 74, 76, 78, 78, 75, 73, 72, 72, 74, 73, 74, 75]",1,1
pranjal123,TheBlindSide_001.mp4,2025-10-29 10:58:16.118,78.67,-2,80,"[79, 80, 78, 78, 79, 80, 79, 78, 79, 79, 80, 79, 78, 77, 77]",4,3
sayantankuila,TheBlindSide_001.mp4,2025-11-21 13:11:20.227,86.33,-4,92,"[88, 88, 89, 90, 89, 90, 92, 91, 90, 85, 82, 82, 83, 85, 84, 85, 86, 84, 83, 83, 84]",3,4
ajaycc17,TheBlindSide_001.mp4,2025-12-09 12:31:44.022,108.47,-3,114,"[111, 110, 109, 108, 109, 108, 105, 107, 108, 107, 109, 114, 113, 107, 105, 106, 108, 109, 108]",3,3
Nishant,TheBlindSide_002.mp4,2025-10-17 09:25:11.481,82.45,-1,86,"[80, 81, 83, 84, 83, 82, 81, 83, 84, 83, 86, 86, 85, 85, 84, 85, 84, 82, 79, 77, 78, 79]",4,3
debjit2001,TheBlindSide_002.mp4,2025-10-23 14:39:45.456,66.68,-13,75,"[75, 71, 70, 66, 68, 73, 72, 71, 66, 62, 65, 66, 64, 63, 63, 64, 64, 62, 62]",4,3
aritra,TheBlindSide_002.mp4,2025-10-28 13:48:52.824,66.84,-1,71,"[67, 70, 71, 67, 67, 68, 68, 67, 67, 67, 66, 65, 66, 67, 66, 65, 65, 65, 66]",3,1
pranjal123,TheBlindSide_002.mp4,2025-10-29 11:23:29.414,73.45,-5,78,"[78, 75, 69, 71, 74, 72, 78, 77, 74, 70, 71, 72, 70, 69, 73, 76, 77, 76, 74, 73]",3,2
sayantankuila,TheBlindSide_002.mp4,2025-11-20 07:57:21.017,79.65,2,84,"[78, 79, 77, 78, 78, 78, 80, 83, 84, 83, 80, 79, 79, 80, 79, 79, 80]",4,3
ajaycc17,TheBlindSide_002.mp4,2025-12-09 13:57:55.136,105.14,4,109,"[100, 103, 102, 105, 106, 108, 107, 105, 106, 108, 109, 107, 106, 105, 105, 107, 108, 105, 100, 102, 104]",3,4
Nishant,TheBlindSide_003.mp4,2025-10-17 10:04:23.387,78.63,-4,83,"[79, 80, 79, 80, 81, 81, 82, 81, 83, 82, 79, 77, 76, 75, 76, 75, 76, 77, 75]",3,2
debjit2001,TheBlindSide_003.mp4,2025-10-22 07:29:54.482,63.24,-16,73,"[72, 73, 72, 70, 68, 66, 64, 60, 59, 60, 61, 62, 59, 58, 58, 57, 56]",4,4
aritra,TheBlindSide_003.mp4,2025-11-06 08:42:53.855,74.12,-2,77,"[73, 74, 75, 75, 73, 76, 77, 76, 75, 74, 73, 73, 74, 76, 77, 76, 75, 73, 72, 71, 72, 74, 74, 71]",3,1
sayantankuila,TheBlindSide_003.mp4,2025-11-21 12:53:13.043,92.44,3,97,"[91, 92, 93, 92, 94, 97, 92, 91, 90, 89, 90, 92, 93, 94, 94, 93, 93, 94]",4,3
ajaycc17,TheBlindSide_003.mp4,2025-12-09 12:47:52.313,101.53,3,105,"[98, 99, 99, 101, 103, 103, 104, 103, 102, 105, 103, 101, 100, 101, 102, 101, 101]",2,2
debjit2001,TheBlindSide_004.mp4,2025-10-15 17:06:08.990,71.9,-5,78,"[78, 73, 69, 67, 66, 70, 73, 72, 72, 72, 71, 71, 71, 72, 73, 75, 77, 74, 70, 71, 73]",4,3
Nishant,TheBlindSide_004.mp4,2025-10-17 09:54:18.767,79.55,-5,84,"[78, 77, 77, 77, 78, 79, 81, 83, 84, 83, 80, 79, 78, 79, 81, 83, 82, 81, 78, 73]",3,3
aritra,TheBlindSide_004.mp4,2025-11-06 10:51:12.494,72.11,1,78,"[74, 73, 73, 72, 75, 78, 74, 71, 70, 69, 68, 67, 70, 71, 71, 71, 73, 75, 75]",3,3
sayantankuila,TheBlindSide_004.mp4,2025-11-21 13:36:46.588,95.47,-6,99,"[95, 96, 98, 98, 99, 97, 95, 95, 96, 98, 98, 96, 94, 96, 98, 97, 92, 87, 89]",5,4
ajaycc17,TheBlindSide_004.mp4,2025-12-25 13:33:06.274,92.0,1,99,"[94, 92, 89, 90, 88, 90, 94, 99, 95, 91, 89, 87, 87, 89, 89, 90, 96, 96, 96, 95, 93, 95]",5,4
debjit2001,TheBlindSide_005.mp4,2025-10-23 14:55:26.215,73.88,4,78,"[72, 73, 75, 73, 74, 75, 72, 72, 71, 69, 74, 77, 76, 78, 75, 76]",4,4
pranjal123,TheBlindSide_005.mp4,2025-10-29 11:10:38.562,77.14,4,81,"[73, 74, 77, 78, 75, 73, 75, 78, 77, 72, 76, 80, 78, 79, 79, 78, 80, 81, 80, 79, 78, 77]",3,4
aritra,TheBlindSide_005.mp4,2025-11-06 08:31:23.762,83.0,5,87,"[79, 80, 82, 81, 82, 83, 84, 86, 87, 85, 83, 82, 83, 82, 84, 85, 82, 83, 84]",3,1
sayantankuila,TheBlindSide_005.mp4,2025-11-21 12:31:39.271,93.06,7,95,"[88, 89, 92, 94, 95, 94, 95, 94, 93, 92, 93, 94, 93, 94, 94, 95]",5,3
ajaycc17,TheBlindSide_005.mp4,2025-12-25 12:33:54.030,93.2,0,96,"[93, 91, 92, 94, 92, 90, 93, 95, 93, 94, 96, 95, 94, 93, 93]",4,3
Nishant,TheBlindSide_006.mp4,2025-10-17 08:49:12.675,81.63,1,86,"[83, 82, 79, 77, 78, 80, 81, 80, 80, 81, 83, 84, 83, 82, 81, 82, 86, 85, 84]",3,2
debjit2001,TheBlindSide_006.mp4,2025-10-23 15:26:57.716,64.06,4,70,"[60, 62, 59, 60, 61, 62, 64, 64, 63, 65, 66, 65, 69, 70, 69, 66, 64]",3,2
pranjal123,TheBlindSide_006.mp4,2025-10-29 10:48:44.217,82.0,0,84,"[82, 82, 81, 81, 79, 81, 82, 83, 84, 84, 83, 82]",2,2
aritra,TheBlindSide_006.mp4,2025-11-06 08:57:11.965,75.9,0,83,"[80, 77, 75, 76, 74, 75, 77, 75, 73, 71, 70, 72, 73, 75, 72, 76, 82, 83, 82, 80]",2,2
sayantankuila,TheBlindSide_006.mp4,2025-11-21 13:43:09.670,101.4,9,108,"[96, 98, 98, 97, 100, 98, 94, 99, 102, 101, 100, 101, 102, 103, 105, 107, 108, 107, 107, 105]",3,4
ajaycc17,TheBlindSide_006.mp4,2025-12-09 12:33:55.886,107.65,-2,111,"[107, 108, 109, 110, 108, 106, 106, 108, 110, 111, 111, 110, 108, 106, 108, 105, 106, 105, 106, 105]",2,1
debjit2001,TheBlindSide_007.mp4,2025-10-23 14:38:13.068,69.35,-5,75,"[73, 70, 67, 68, 71, 70, 69, 70, 72, 73, 71, 69, 69, 65, 64, 65, 67, 72, 75, 71, 70, 66, 68]",3,3
pranjal123,TheBlindSide_007.mp4,2025-10-29 11:00:57.406,78.62,-1,80,"[78, 77, 79, 80, 79, 79, 78, 79, 78, 79, 79, 80, 79, 79, 78, 77]",2,2
aritra,TheBlindSide_007.mp4,2025-11-06 08:35:18.045,81.47,-3,86,"[81, 82, 85, 86, 82, 81, 82, 83, 85, 86, 84, 81, 82, 80, 78, 76, 77, 79, 78]",2,2
sayantankuila,TheBlindSide_007.mp4,2025-11-21 13:32:31.176,93.77,-3,95,"[95, 95, 95, 94, 95, 95, 95, 95, 94, 93, 90, 91, 92]",4,3
ajaycc17,TheBlindSide_007.mp4,2025-12-25 13:22:26.780,96.79,-7,101,"[100, 101, 100, 99, 98, 97, 96, 97, 98, 99, 98, 97, 98, 97, 95, 92, 91, 93, 93]",2,2
debjit2001,TheBlindSide_008.mp4,2025-10-15 17:20:45.335,67.86,-12,76,"[76, 76, 69, 67, 66, 69, 71, 70, 67, 63, 64, 65, 64, 65, 66, 68, 70, 72, 69, 64, 64]",5,2
Nishant,TheBlindSide_008.mp4,2025-10-17 08:38:12.382,82.55,2,89,"[85, 83, 80, 82, 84, 82, 81, 76, 77, 78, 79, 80, 81, 84, 85, 86, 85, 87, 89, 87]",3,2
pranjal123,TheBlindSide_008.mp4,2025-10-29 11:21:15.337,76.06,-7,82,"[80, 76, 73, 72, 73, 72, 74, 76, 77, 78, 80, 82, 79, 77, 75, 73]",2,1
aritra,TheBlindSide_008.mp4,2025-11-06 10:34:18.837,74.71,0,80,"[74, 73, 73, 72, 71, 70, 70, 71, 74, 76, 77, 76, 75, 74, 75, 78, 80, 80, 79, 77, 74]",3,2
sayantankuila,TheBlindSide_008.mp4,2025-11-21 13:30:15.753,94.0,1,96,"[91, 93, 95, 95, 95, 94, 94, 95, 94, 94, 95, 96, 94, 93, 92]",2,3
ajaycc17,TheBlindSide_008.mp4,2025-12-25 12:08:06.325,98.55,-7,105,"[104, 105, 101, 101, 103, 102, 100, 98, 96, 97, 99, 100, 104, 103, 100, 99, 93, 89, 90, 92, 95, 97]",2,2
debjit2001,TheBlindSide_009.mp4,2025-10-15 17:30:48.419,67.09,7,79,"[64, 63, 59, 61, 62, 60, 64, 68, 69, 71, 69, 66, 63, 61, 62, 66, 73, 76, 79, 77, 72, 71]",4,2
Nishant,TheBlindSide_009.mp4,2025-10-17 09:23:45.858,80.05,3,84,"[78, 78, 83, 80, 80, 79, 78, 76, 77, 77, 78, 80, 82, 81, 80, 81, 83, 84, 83, 82, 81]",2,1
aritra,TheBlindSide_009.mp4,2025-11-06 10:42:44.892,74.21,-10,82,"[82, 82, 81, 78, 75, 70, 69, 70, 71, 70, 71, 74, 72, 72, 75, 77, 76, 73, 72]",2,1
sayantankuila,TheBlindSide_009.mp4,2025-11-21 13:08:18.207,88.05,-2,95,"[86, 86, 85, 89, 92, 94, 95, 95, 93, 92, 90, 90, 91, 90, 88, 81, 77, 80, 83, 84]",3,4
ajaycc17,TheBlindSide_009.mp4,2025-12-09 12:41:05.891,105.2,-2,107,"[106, 107, 106, 103, 104, 105, 105, 106, 107, 106, 106, 106, 104, 103, 104]",2,1
debjit2001,TheBlindSide_010.mp4,2025-10-23 15:52:17.621,63.65,-2,67,"[65, 63, 62, 62, 60, 61, 64, 67, 65, 64, 64, 65, 67, 65, 63, 62, 63]",5,5
aritra,TheBlindSide_010.mp4,2025-10-28 15:50:28.548,75.56,2,80,"[77, 74, 73, 74, 76, 77, 73, 71, 72, 75, 77, 77, 75, 76, 76, 78, 80, 79]",3,1
pranjal123,TheBlindSide_010.mp4,2025-10-29 11:31:10.590,72.53,1,76,"[74, 74, 75, 75, 76, 75, 74, 73, 72, 71, 72, 70, 69, 69, 68, 71, 75]",3,3
sayantankuila,TheBlindSide_010.mp4,2025-11-21 13:33:23.702,92.8,1,96,"[95, 94, 93, 90, 91, 92, 92, 91, 91, 92, 93, 93, 94, 95, 96]",4,3
ajaycc17,TheBlindSide_010.mp4,2025-12-25 12:51:53.823,99.15,-7,105,"[98, 97, 96, 98, 99, 100, 100, 99, 100, 101, 101, 105, 103, 101, 100, 100, 100, 99, 95, 91]",2,2
debjit2001,TheBlindSide_011.mp4,2025-10-15 16:49:35.586,73.37,-2,78,"[72, 78, 76, 75, 74, 74, 74, 72, 71, 74, 76, 74, 75, 77, 75, 72, 68, 67, 70]",1,2
Nishant,TheBlindSide_011.mp4,2025-10-17 09:47:34.163,80.39,7,85,"[73, 74, 74, 78, 79, 82, 85, 83, 80, 82, 83, 84, 84, 84, 82, 81, 79, 80]",2,1
pranjal123,TheBlindSide_011.mp4,2025-10-29 11:18:51.553,81.39,-8,89,"[87, 89, 87, 85, 84, 83, 81, 79, 79, 79, 80, 81, 80, 73, 78, 81, 80, 79]",3,2
sayantankuila,TheBlindSide_011.mp4,2025-11-21 12:35:00.751,95.88,3,98,"[92, 93, 94, 96, 96, 96, 97, 97, 98, 97, 96, 97, 97, 97, 96, 95]",3,3
ajaycc17,TheBlindSide_011.mp4,2025-12-25 12:40:36.896,97.48,1,105,"[98, 96, 97, 97, 98, 97, 98, 99, 96, 93, 95, 98, 105, 101, 98, 96, 95, 96, 97, 98, 99]",3,3
debjit2001,TheBlindSide_012.mp4,2025-10-23 15:45:32.316,68.79,-6,77,"[72, 77, 75, 72, 69, 70, 73, 70, 66, 65, 64, 66, 65, 67, 68, 65, 68, 69, 66]",5,4
pranjal123,TheBlindSide_012.mp4,2025-10-29 11:02:57.400,78.73,-1,82,"[78, 79, 79, 80, 80, 81, 82, 80, 79, 78, 77, 76, 77, 78, 77]",2,3
aritra,TheBlindSide_012.mp4,2025-11-06 10:24:28.985,83.05,-1,90,"[80, 83, 85, 88, 90, 89, 90, 87, 83, 81, 79, 81, 82, 81, 81, 80, 80, 79, 79]",2,2
sayantankuila,TheBlindSide_012.mp4,2025-11-21 12:44:06.760,87.65,2,91,"[89, 87, 87, 88, 90, 91, 90, 89, 88, 85, 83, 85, 83, 83, 90, 91, 91]",4,4
ajaycc17,TheBlindSide_012.mp4,2025-12-25 12:53:04.146,96.84,-8,105,"[101, 105, 103, 101, 100, 100, 100, 99, 95, 91, 90, 91, 93, 93, 95, 96, 97, 97, 93]",4,2
Nishant,TheBlindSide_013.mp4,2025-10-17 09:26:49.541,81.61,3,88,"[79, 77, 78, 79, 80, 86, 88, 84, 81, 80, 84, 82, 81, 84, 82, 81, 81, 82]",3,2
debjit2001,TheBlindSide_013.mp4,2025-10-22 07:26:03.763,61.78,-3,67,"[67, 66, 66, 65, 66, 64, 60, 58, 58, 59, 61, 62, 59, 58, 58, 59, 62, 64]",4,3
aritra,TheBlindSide_013.mp4,2025-10-28 15:40:51.308,78.11,-8,85,"[81, 81, 79, 79, 80, 84, 85, 84, 81, 79, 77, 76, 75, 73, 72, 73, 74, 73]",4,1
sayantankuila,TheBlindSide_013.mp4,2025-11-21 13:16:39.713,83.06,0,87,"[84, 84, 83, 82, 81, 80, 80, 81, 82, 83, 82, 84, 86, 87, 86, 84]",2,3
ajaycc17,TheBlindSide_013.mp4,2025-12-25 13:28:41.522,96.14,6,100,"[90, 93, 96, 98, 99, 100, 98, 97, 96, 95, 95, 95, 96, 98, 99, 97, 96, 95, 96, 94, 96]",5,3
Nishant,TheBlindSide_014.mp4,2025-10-17 08:23:31.489,81.53,0,85,"[80, 80, 82, 84, 85, 82, 80, 81, 82, 82, 83, 82, 83, 81, 80, 79, 80]",2,2
