clip_title,clip_order,Nishant_participant_arousal,Nishant_clip_arousal,Nishant_impact_arousal,debjit2001_participant_arousal,debjit2001_clip_arousal,debjit2001_impact_arousal,pranjal123_participant_arousal,pranjal123_clip_arousal,pranjal123_impact_arousal,aritra_participant_arousal,aritra_clip_arousal,aritra_impact_arousal,sayantankuila_participant_arousal,sayantankuila_clip_arousal,sayantankuila_impact_arousal,ajaycc17_participant_arousal,ajaycc17_clip_arousal,ajaycc17_impact_arousal
TheTheoryOfEverything_026.mp4,258,4,3,3,4,3,3,3,4,3,4,3,3,4,3,5,3,4,3
TheTheoryOfEverything_030.mp4,259,3,2,2,3,2,1,3,4,3,3,2,2,5,5,5,3,3,2
TheTheoryOfEverything_031.mp4,260,2,2,2,1,4,2,3,4,3,2,1,1,5,2,2,2,2,2
TheTheoryOfEverything_034.mp4,261,2,3,4,2,3,3,3,4,4,1,1,1,2,4,5,2,2,2
TheTheoryOfEverything_037.mp4,262,4,3,3,3,4,3,4,4,3,1,4,4,5,3,3,2,3,3
TheTheoryOfEverything_038.mp4,263,3,3,3,3,2,2,3,3,2,4,2,2,3,4,5,3,1,2
TheTheoryOfEverything_039.mp4,264,3,3,2,2,2,3,2,2,2,2,1,1,5,2,3,2,2,2
TheTheoryOfEverything_040.mp4,265,2,2,2,3,4,5,2,5,4,1,3,2,3,4,3,2,3,3
TheTheoryOfEverything_041.mp4,266,2,2,2,5,4,3,4,4,3,2,2,1,3,4,4,3,3,2
TheTheoryOfEverything_042.mp4,267,2,1,1,3,4,3,3,4,3,1,1,1,4,1,1,2,2,2
TheTheoryOfEverything_043.mp4,268,1,4,4,3,4,3,3,3,2,1,2,2,1,2,3,2,1,1
TheTheoryOfEverything_048.mp4,269,4,3,3,3,2,1,2,3,2,2,2,2,3,3,5,1,2,2
TheTheoryOfEverything_051.mp4,270,3,4,4,1,2,2,2,4,4,2,1,1,5,3,4,2,2,1
TheTheoryOfEverything_054.mp4,271,4,4,3,2,3,3,4,4,4,1,1,1,4,4,4,1,3,3
TheTheoryOfEverything_057.mp4,272,3,3,4,3,3,2,4,3,2,1,1,1,4,3,4,3,2,2
Wonder_120.mp4,273,4,3,3,2,4,3,2,4,3,1,2,2,4,4,5,2,3,3
