clip_id,expressed_valence,expressed_arousal
TheJudge_127,2.24,2.52
TheJudge_128,1.6400000000000001,3.24
TheJudge_129,1.76,4.0
TheJudge_130,1.88,4.0
TheJudge_131,1.6400000000000001,2.24
TheJudge_132,2.88,2.24
TheJudge_133,2.3600000000000003,2.76
TheJudge_134,1.88,2.52
TheJudge_135,1.76,2.0
TheJudge_136,2.76,2.0
TheJudge_137,2.24,3.48
TheJudge_138,2.3600000000000003,3.0
TheJudge_139,2.0,4.52
TheJudge_140,1.6400000000000001,5.0
TheJudge_141,2.0,3.0
TheJudge_142,1.48,3.24
TheJudge_143,3.64,2.24
TheJudge_144,4.0,2.24
TheJudge_145,3.24,2.24
TheJudge_146,4.359999999999999,2.52
TheJudge_147,4.24,3.0
TheJudge_148,4.88,1.48
TheJudge_149,3.0,2.24
TheJudge_150,3.64,2.0
TheJudge_151,4.359999999999999,3.0
TheJudge_152,3.12,3.0
TheJudge_153,4.52,1.76
Wonder_000,1.76,4.52
Wonder_001,2.12,2.52
Wonder_002,3.12,2.0
Wonder_003,3.76,2.52
Wonder_004,3.12,2.52
Wonder_005,4.24,2.52
Wonder_006,5.0,4.0
Wonder_007,3.64,2.24
Wonder_008,4.359999999999999,1.76
Wonder_009,3.64,2.24
Wonder_010,3.48,3.0
Wonder_011,4.0,2.24
Wonder_012,3.12,3.0
Wonder_013,1.12,2.76
Wonder_014,1.3599999999999999,3.24
Wonder_015,1.48,2.52
Wonder_016,1.3599999999999999,4.52
Wonder_017,2.3600000000000003,2.24
Wonder_018,3.64,2.24
Wonder_019,2.3600000000000003,2.24
Wonder_020,2.52,2.24
Wonder_021,1.3599999999999999,3.76
Wonder_022,2.52,2.52
Wonder_023,1.88,3.48
Wonder_024,3.76,2.24
Wonder_025,4.24,2.24
Wonder_026,4.52,1.76
Wonder_027,3.88,2.0
Wonder_028,4.24,2.52
Wonder_029,2.52,3.24
Wonder_030,2.88,2.52
Wonder_031,2.6399999999999997,2.76
Wonder_032,4.12,3.24
Wonder_033,2.3600000000000003,2.24
Wonder_034,2.3600000000000003,1.24
Wonder_035,2.88,2.52
Wonder_036,3.76,2.76
Wonder_037,3.24,2.76
Wonder_038,3.48,2.76
Wonder_039,4.12,3.0
Wonder_040,4.76,3.76
Wonder_041,4.640000000000001,3.24
Wonder_042,4.52,3.24
Wonder_043,4.88,4.24
Wonder_044,4.359999999999999,3.0
Wonder_045,4.76,2.76
Wonder_046,4.52,2.76
Wonder_047,4.24,2.52
Wonder_048,4.0,2.52
Wonder_049,3.48,2.52
Wonder_050,4.76,1.48
Wonder_051,5.0,2.0
Wonder_052,2.0,4.24
Wonder_053,3.12,2.76
Wonder_054,2.76,2.24
Wonder_055,4.0,2.52
Wonder_056,1.3599999999999999,3.48
Wonder_057,3.76,2.52
Wonder_058,1.76,3.48
Wonder_059,1.3599999999999999,4.76
Wonder_060,1.24,5.0
Wonder_061,1.0,5.0
Wonder_062,3.0,2.24
Wonder_063,4.52,2.76
Wonder_064,2.12,3.24
Wonder_065,2.6399999999999997,3.0
Wonder_066,2.24,3.24
Wonder_067,2.6399999999999997,2.0
Wonder_068,4.52,2.52
Wonder_069,2.24,3.24
Wonder_070,1.88,2.76
Wonder_071,3.36,2.52
Wonder_072,2.3600000000000003,4.24
Wonder_073,3.88,3.0
Wonder_074,4.52,2.76
Wonder_075,3.48,2.52
Wonder_076,2.52,3.0
Wonder_077,3.76,3.24
Wonder_078,4.0,2.52
Wonder_079,3.12,3.0
Wonder_080,4.24,3.0
Wonder_081,3.76,2.76
Wonder_082,4.359999999999999,2.76
Wonder_083,2.88,2.0
Wonder_084,4.12,2.76
Wonder_085,4.12,2.76
Wonder_086,2.12,2.52
Wonder_087,4.24,2.76
Wonder_088,2.3600000000000003,2.52
Wonder_089,4.88,4.24
Wonder_090,2.12,2.76
Wonder_091,4.640000000000001,5.0
Wonder_092,4.24,2.24
Wonder_093,3.24,2.76
Wonder_094,2.12,3.0
Wonder_095,2.0,3.0
Wonder_096,2.12,3.0
Wonder_097,1.24,5.0
Wonder_098,1.12,3.24
Wonder_099,1.24,4.76
Wonder_100,1.24,4.0
Wonder_101,2.3600000000000003,2.52
Wonder_102,2.24,2.52
Wonder_103,1.88,2.76
Wonder_104,1.3599999999999999,4.24
Wonder_105,1.3599999999999999,3.76
Wonder_106,1.3599999999999999,2.24
Wonder_107,1.88,1.48
Wonder_108,3.64,1.76
Wonder_109,1.88,2.0
Wonder_110,1.6400000000000001,2.52
Wonder_111,4.640000000000001,2.24
Wonder_112,3.64,2.76
Wonder_113,3.24,2.76
Wonder_114,3.64,2.76
Wonder_115,3.76,4.24
Wonder_116,3.24,2.52
Wonder_117,4.0,2.76
Wonder_118,3.0,3.0
Wonder_119,3.36,3.24
Wonder_120,4.76,1.76
Wonder_121,4.76,3.76
Wonder_122,4.640000000000001,3.48
Wonder_123,4.88,4.0
Wonder_124,4.640000000000001,3.48
Wonder_125,3.88,3.48
Wonder_126,4.359999999999999,3.24
Wonder_127,4.52,3.48
Wonder_128,4.88,4.52
Wonder_129,4.640000000000001,3.48
Wonder_130,4.359999999999999,2.24
Wonder_131,4.640000000000001,4.52
Wonder_132,4.12,3.0
Wonder_133,4.52,5.0
Wonder_134,4.76,4.24
Wonder_135,3.36,2.76
Wonder_136,3.88,3.24
Wonder_137,3.36,3.0
Wonder_138,1.6400000000000001,3.24
Wonder_139,1.3599999999999999,5.0
Wonder_140,1.3599999999999999,5.0
Wonder_141,2.0,4.76
Wonder_142,3.48,4.0
Wonder_143,4.24,3.0
Wonder_144,4.640000000000001,3.0
Wonder_145,4.76,1.76
Wonder_146,3.64,3.0
Wonder_147,4.0,3.24
Wonder_148,4.52,2.76
Wonder_149,3.76,2.52
Wonder_150,3.24,3.76
Wonder_151,4.76,2.24
Wonder_152,5.0,1.48
Wonder_153,5.0,4.52
Wonder_154,4.88,4.24
,,
