clip_id,expressed_valence,expressed_arousal
Wonder_029,3.68,4.12
Wonder_041,3.8,3.96
Wonder_008,4.2,4.52
Wonder_093,4.2,4.12
Wonder_111,4.2,4.12
Wonder_081,3.52,4.4
Wonder_055,4.2,4.52
Wonder_091,4.2,4.12
Wonder_040,4.2,4.12
Wonder_071,3.8,3.96
Wonder_047,3.8,3.96
Wonder_039,3.68,4.12
Wonder_148,4.2,4.52
Wonder_116,3.8,3.96
Wonder_127,3.72,4.16
Wonder_077,3.48,3.76
Wonder_005,3.68,4.12
Wonder_112,3.8,3.96
Wonder_052,3.68,4.12
Wonder_134,3.48,3.76
Wonder_009,3.8,3.96
Wonder_021,3.68,4.12
Wonder_126,3.68,4.12
Wonder_050,3.8,3.96
Wonder_062,3.48,3.76
Wonder_154,3.72,4.16
Wonder_084,4.2,4.52
Wonder_035,4.2,4.12
Wonder_140,3.68,4.12
Wonder_006,3.52,4.4
Wonder_130,3.68,4.12
Wonder_061,3.68,4.12
Wonder_076,4.2,4.52
Wonder_000,3.68,4.12
Wonder_024,3.8,3.96
Wonder_109,3.8,3.96
Wonder_135,3.68,4.12
Wonder_092,3.68,4.12
Wonder_104,3.48,3.76
Wonder_019,3.48,3.76
Wonder_034,3.68,4.12
Wonder_065,3.48,3.76
Wonder_089,4.2,4.12
Wonder_095,4.2,4.52
Wonder_144,3.8,3.96
Wonder_080,3.48,3.76
Wonder_141,3.68,4.12
Wonder_108,3.68,4.12
Wonder_100,3.68,4.12
Wonder_132,4.2,4.52
Wonder_059,3.52,4.4
Wonder_044,3.64,3.68
Wonder_033,3.68,4.12
Wonder_105,3.68,4.12
Wonder_060,3.64,3.68
Wonder_069,3.68,4.12
Wonder_023,3.68,4.12
Wonder_031,3.68,4.12
Wonder_145,4.2,4.12
Wonder_142,4.2,4.52
Wonder_131,4.2,4.12
Wonder_122,4.2,4.12
Wonder_073,3.68,4.12
Wonder_015,3.68,4.12
Wonder_067,3.2,3.88
Wonder_103,3.68,4.12
Wonder_072,3.8,3.88
Wonder_068,3.8,3.88
Wonder_094,3.8,3.96
Wonder_136,4.2,4.52
Wonder_032,3.48,3.76
Wonder_110,3.48,3.76
Wonder_056,3.68,4.12
Wonder_098,3.68,4.12
Wonder_097,3.92,3.76
Wonder_010,3.68,4.12
Wonder_074,4.2,4.12
Wonder_082,3.68,4.12
Wonder_070,3.68,4.12
Wonder_117,3.48,3.76
Wonder_078,3.8,3.88
Wonder_153,3.8,3.88
Wonder_022,3.48,3.76
Wonder_147,3.8,3.96
Wonder_037,3.8,3.96
Wonder_013,3.4,3.96
Wonder_016,4.2,4.52
Wonder_043,4.2,4.12
Wonder_119,3.48,3.76
Wonder_038,3.68,4.12
Wonder_027,4.2,4.52
Wonder_120,3.8,3.96
Wonder_045,4.2,4.52
Wonder_046,4.2,4.52
Wonder_051,4.2,4.52
Wonder_063,4.2,4.12
Wonder_066,3.68,4.12
Wonder_118,3.68,4.12
Wonder_090,3.8,3.88
Wonder_025,3.8,3.96
Wonder_042,3.52,4.4
Wonder_053,3.68,4.12
Wonder_121,4.2,4.12
Wonder_085,3.68,4.12
Wonder_107,3.68,4.12
Wonder_149,4.2,4.52
Wonder_020,4.2,4.12
Wonder_106,4.2,4.52
Wonder_086,3.2,3.88
Wonder_054,4.2,4.52
Wonder_018,3.48,3.76
Wonder_028,3.8,3.96
Wonder_128,4.2,4.12
Wonder_125,3.68,4.12
Wonder_138,3.48,3.76
Wonder_079,3.68,4.12
Wonder_123,3.68,4.12
Wonder_088,3.68,4.12
Wonder_101,3.48,3.76
Wonder_011,3.48,3.76
Wonder_133,3.68,4.12
Wonder_002,3.12,3.48
Wonder_146,3.52,4.4
Wonder_057,3.68,4.12
Wonder_004,3.68,4.12
Wonder_152,3.68,4.12
Wonder_113,3.48,3.76
Wonder_150,3.8,3.96
Wonder_087,4.2,4.52
Wonder_102,3.48,3.76
Wonder_099,3.48,3.76
Wonder_036,4.2,4.52
Wonder_048,3.68,4.12
Wonder_001,3.48,3.76
Wonder_124,3.68,3.72
Wonder_151,3.48,3.76
Wonder_075,4.2,4.52
Wonder_012,3.8,3.88
Wonder_064,3.48,3.76
Wonder_003,3.48,3.76
Wonder_139,3.68,4.12
Wonder_058,3.52,4.4
Wonder_083,3.68,4.12
Wonder_030,3.8,3.96
