clip_title,clip_order,Nishant_participant_valence,Nishant_clip_valence,Nishant_impact_valence,debjit2001_participant_valence,debjit2001_clip_valence,debjit2001_impact_valence,pranjal123_participant_valence,pranjal123_clip_valence,pranjal123_impact_valence,aritra_participant_valence,aritra_clip_valence,aritra_impact_valence,sayantankuila_participant_valence,sayantankuila_clip_valence,sayantankuila_impact_valence,ajaycc17_participant_valence,ajaycc17_clip_valence,ajaycc17_impact_valence
TheTheoryOfEverything_026.mp4,258,5,4,4,5,4,4,5,3,3,4,2,2,5,4,5,4,3,2
TheTheoryOfEverything_030.mp4,259,5,3,3,5,4,4,5,4,4,3,4,4,4,5,5,4,4,4
TheTheoryOfEverything_031.mp4,260,5,3,3,4,3,3,5,4,3,3,2,2,4,2,2,4,2,2
TheTheoryOfEverything_034.mp4,261,4,3,3,4,4,4,5,5,5,4,2,1,5,5,5,4,2,1
TheTheoryOfEverything_037.mp4,262,5,3,3,4,3,3,5,4,3,4,4,4,5,3,4,4,3,3
TheTheoryOfEverything_038.mp4,263,5,4,3,5,3,3,5,4,3,4,3,3,4,5,5,4,2,1
TheTheoryOfEverything_039.mp4,264,4,3,3,4,3,3,5,2,1,4,2,1,4,2,2,4,1,1
TheTheoryOfEverything_040.mp4,265,5,3,3,4,5,5,5,5,5,3,3,2,4,4,4,4,5,5
TheTheoryOfEverything_041.mp4,266,5,3,3,5,3,3,5,4,3,4,2,1,4,3,4,4,1,1
TheTheoryOfEverything_042.mp4,267,5,3,2,4,3,3,5,4,3,4,2,1,5,1,1,4,2,2
TheTheoryOfEverything_043.mp4,268,4,4,4,4,3,3,5,3,1,4,1,1,5,2,2,4,1,1
TheTheoryOfEverything_048.mp4,269,4,4,4,5,3,3,5,3,2,5,3,3,5,4,5,4,4,4
TheTheoryOfEverything_051.mp4,270,4,3,3,5,2,3,5,4,3,4,1,1,5,3,3,4,5,5
TheTheoryOfEverything_054.mp4,271,4,4,4,4,4,4,5,5,5,4,2,2,4,5,4,4,4,4
TheTheoryOfEverything_057.mp4,272,4,3,4,5,5,4,5,4,3,4,3,3,4,5,3,4,4,4
Wonder_120.mp4,273,5,3,3,5,5,5,5,4,3,4,4,4,5,4,5,4,5,5
